device_key,DeviceType,DeviceInfo
mobile|TREKKER-M1,mobile,TREKKER-M1
mobile|SCH-I535,mobile,SCH-I535
mobile|LG-V496,mobile,LG-V496
mobile|NOKIA,mobile,NOKIA
mobile|SGH-I317M,mobile,SGH-I317M
mobile|Turbo C5 Build/LMY47I,mobile,Turbo C5 Build/LMY47I
mobile|E5506 Build/29.2.A.0.166,mobile,E5506 Build/29.2.A.0.166
mobile|LG-H540,mobile,LG-H540
mobile|LG-D855,mobile,LG-D855
mobile|Z963VL,mobile,Z963VL
mobile|SAMSUNG SM-J327P Build/MMB29M,mobile,SAMSUNG SM-J327P Build/MMB29M
mobile|VFD,mobile,VFD
mobile|SM-S906L,mobile,SM-S906L
mobile|HUAWEI Y560-L03 Build/HUAWEIY560-L03,mobile,HUAWEI Y560-L03 Build/HUAWEIY560-L03
mobile|PRA-LX1 Build/HUAWEIPRA-LX1,mobile,PRA-LX1 Build/HUAWEIPRA-LX1
mobile|LG-H443/H44312g,mobile,LG-H443/H44312g
mobile|Lenovo TB2-X30F Build/LenovoTB2-X30F,mobile,Lenovo TB2-X30F Build/LenovoTB2-X30F
mobile|2PYB2,mobile,2PYB2
mobile|HTC One A9s Build/MRA58K,mobile,HTC One A9s Build/MRA58K
mobile|LG-K450 Build/MXB48T,mobile,LG-K450 Build/MXB48T
mobile|SM-N950U1 Build/NMF26X,mobile,SM-N950U1 Build/NMF26X
mobile|ZTE-Z835,mobile,ZTE-Z835
mobile|XT1033,mobile,XT1033
mobile|SM-G900R4,mobile,SM-G900R4
mobile|LG-K430 Build/MRA58K,mobile,LG-K430 Build/MRA58K
mobile|G8141 Build/47.1.A.5.51,mobile,G8141 Build/47.1.A.5.51
mobile|Z956 Build/MMB29M,mobile,Z956 Build/MMB29M
mobile|VS880,mobile,VS880
mobile|5049W Build/NRD90M,mobile,5049W Build/NRD90M
mobile|BLA-L29 Build/HUAWEIBLA-L29,mobile,BLA-L29 Build/HUAWEIBLA-L29
mobile|5057M,mobile,5057M
mobile|K88,mobile,K88
mobile|Blade A460 Build/LMY47O,mobile,Blade A460 Build/LMY47O
mobile|BLU LIFE XL Build/L050U,mobile,BLU LIFE XL Build/L050U
mobile|Coolpad,mobile,Coolpad
mobile|Vivo,mobile,Vivo
mobile|SM-G930T1,mobile,SM-G930T1
mobile|2PZC5,mobile,2PZC5
mobile|SM-T113 Build/KTU84P,mobile,SM-T113 Build/KTU84P
desktop|ATT,desktop,ATT
mobile|Studio,mobile,Studio
mobile|Z959 Build/LMY47V,mobile,Z959 Build/LMY47V
mobile|ZTE BLADE A321 Build/NMF26F,mobile,ZTE BLADE A321 Build/NMF26F
mobile|HTC6535LVW,mobile,HTC6535LVW
mobile|MotoG3 Build/MPI24.65-25,mobile,MotoG3 Build/MPI24.65-25
mobile|LG-X165g Build/LRX21M,mobile,LG-X165g Build/LRX21M
mobile|SM-J327T Build/NRD90M,mobile,SM-J327T Build/NRD90M
mobile|SLAY,mobile,SLAY
mobile|orbis,mobile,orbis
mobile|SAMSUNG SM-G925I Build/NRD90M,mobile,SAMSUNG SM-G925I Build/NRD90M
mobile|S57 Build/KTU84P,mobile,S57 Build/KTU84P
mobile|SAMSUNG SM-A510M Build/NRD90M,mobile,SAMSUNG SM-A510M Build/NRD90M
mobile|SM-A500M Build/LRX22G,mobile,SM-A500M Build/LRX22G
mobile|SAMSUNG SM-J111M Build/LMY47V,mobile,SAMSUNG SM-J111M Build/LMY47V
mobile|SCH-I545 Build/LRX22C,mobile,SCH-I545 Build/LRX22C
mobile|LG-H345,mobile,LG-H345
mobile|SM-S907VL,mobile,SM-S907VL
mobile|SAMSUNG-SM-G870A,mobile,SAMSUNG-SM-G870A
mobile|SM-J727VPP Build/NRD90M,mobile,SM-J727VPP Build/NRD90M
mobile|LGL58VL,mobile,LGL58VL
mobile|SAMSUNG SM-P580 Build/NRD90M,mobile,SAMSUNG SM-P580 Build/NRD90M
mobile|9003A Build/MRA58K,mobile,9003A Build/MRA58K
mobile|Moto G (5) Plus Build/NPN25.137-82,mobile,Moto G (5) Plus Build/NPN25.137-82
mobile|LG-M400 Build/NRD90U,mobile,LG-M400 Build/NRD90U
mobile|XT1058,mobile,XT1058
mobile|HTC6525LVW,mobile,HTC6525LVW
mobile|FRD-L14 Build/HUAWEIFRD-L14,mobile,FRD-L14 Build/HUAWEIFRD-L14
mobile|XT1096,mobile,XT1096
desktop|QwestIE8,desktop,QwestIE8
mobile|SAMSUNG-SM-T817A,mobile,SAMSUNG-SM-T817A
mobile|ASUS,mobile,ASUS
mobile|LG-D331,mobile,LG-D331
mobile|LG-M255,mobile,LG-M255
mobile|SM-G928F,mobile,SM-G928F
mobile|verykoolS5525,mobile,verykoolS5525
mobile|KFSOWI,mobile,KFSOWI
mobile|SM-N920R4,mobile,SM-N920R4
mobile|SM-P550 Build/NMF26X,mobile,SM-P550 Build/NMF26X
mobile|SM-S550TL,mobile,SM-S550TL
mobile|A621R,mobile,A621R
mobile|SAMSUNG SM-N950F Build/NMF26X,mobile,SAMSUNG SM-N950F Build/NMF26X
mobile|LG-H810/H81022f,mobile,LG-H810/H81022f
mobile|F5121 Build/34.3.A.0.252,mobile,F5121 Build/34.3.A.0.252
mobile|SGH-M919N,mobile,SGH-M919N
mobile|H1611,mobile,H1611
mobile|XT1063 Build/MPB24.65-34-3,mobile,XT1063 Build/MPB24.65-34-3
mobile|LGL52VL Build/LMY47V,mobile,LGL52VL Build/LMY47V
mobile|SM-N920A Build/MMB29K,mobile,SM-N920A Build/MMB29K
mobile|G3223 Build/42.0.A.4.101,mobile,G3223 Build/42.0.A.4.101
mobile|LG-LK460,mobile,LG-LK460
mobile|XT1094,mobile,XT1094
mobile|P5026A,mobile,P5026A
mobile|SAMSUNG-SM-G530AZ Build/LMY48B,mobile,SAMSUNG-SM-G530AZ Build/LMY48B
mobile|LGLS665 Build/LMY47V,mobile,LGLS665 Build/LMY47V
mobile|SAMSUNG SM-N900T Build/LRX21V,mobile,SAMSUNG SM-N900T Build/LRX21V
mobile|SM-G610M Build/NRD90M,mobile,SM-G610M Build/NRD90M
mobile|Z833,mobile,Z833
mobile|LG-D850,mobile,LG-D850
mobile|D6503,mobile,D6503
mobile|SM-A720F Build/NRD90M,mobile,SM-A720F Build/NRD90M
mobile|SAMSUNG SM-J530GM Build/NRD90M,mobile,SAMSUNG SM-J530GM Build/NRD90M
mobile|Moto C Build/NRD90M.046,mobile,Moto C Build/NRD90M.046
mobile|ZTE A2017U Build/NRD90M,mobile,ZTE A2017U Build/NRD90M
mobile|GT-N7100,mobile,GT-N7100
mobile|SAMSUNG SM-J710MN Build/MMB29K,mobile,SAMSUNG SM-J710MN Build/MMB29K
mobile|XT1063 Build/MPB24.65-34,mobile,XT1063 Build/MPB24.65-34
mobile|SM-P605V,mobile,SM-P605V
desktop|rv:37.0,desktop,rv:37.0
mobile|SAMSUNG SM-G928G Build/NRD90M,mobile,SAMSUNG SM-G928G Build/NRD90M
mobile|Lenovo TAB 2 A7-30GC Build/KOT49H,mobile,Lenovo TAB 2 A7-30GC Build/KOT49H
mobile|LG-K428 Build/NRD90U,mobile,LG-K428 Build/NRD90U
mobile|BLU STUDIO C 5+5 Build/LRX21M,mobile,BLU STUDIO C 5+5 Build/LRX21M
mobile|F3113,mobile,F3113
mobile|SM-S975L,mobile,SM-S975L
mobile|XT1097,mobile,XT1097
mobile|MotoG3-TE Build/MPDS24.65-33-1-3,mobile,MotoG3-TE Build/MPDS24.65-33-1-3
mobile|0PM92,mobile,0PM92
mobile|D2306,mobile,D2306
mobile|MYA-L13 Build/HUAWEIMYA-L13,mobile,MYA-L13 Build/HUAWEIMYA-L13
mobile|LG-H700 Build/NRD90U,mobile,LG-H700 Build/NRD90U
mobile|A50C+,mobile,A50C+
mobile|SAMSUNG SM-G900M Build/LRX21T,mobile,SAMSUNG SM-G900M Build/LRX21T
mobile|5095I Build/MRA58K,mobile,5095I Build/MRA58K
mobile|LG-V495,mobile,LG-V495
mobile|F3213 Build/36.0.A.2.146,mobile,F3213 Build/36.0.A.2.146
mobile|A1601 Build/LMY47I,mobile,A1601 Build/LMY47I
mobile|LGUS991,mobile,LGUS991
mobile|SAMSUNG-SM-T807A,mobile,SAMSUNG-SM-T807A
mobile|S6000,mobile,S6000
mobile|SM-J320VPP,mobile,SM-J320VPP
desktop|rv:52.9,desktop,rv:52.9
mobile|SAMSUNG SM-T800 Build/MMB29K,mobile,SAMSUNG SM-T800 Build/MMB29K
desktop|Intel,desktop,Intel
mobile|Blade A475 Build/LMY47D,mobile,Blade A475 Build/LMY47D
mobile|LG-K550,mobile,LG-K550
mobile|E5506,mobile,E5506
mobile|SAMSUNG SM-G900I Build/MMB29M,mobile,SAMSUNG SM-G900I Build/MMB29M
desktop|Win64,desktop,Win64
mobile|0PJA2,mobile,0PJA2
mobile|BLU ENERGY X PLUS Build/LRX21M,mobile,BLU ENERGY X PLUS Build/LRX21M
mobile|SM-A710M Build/NRD90M,mobile,SM-A710M Build/NRD90M
mobile|5015A Build/LMY47I,mobile,5015A Build/LMY47I
mobile|SAMSUNG SM-J530F Build/NRD90M,mobile,SAMSUNG SM-J530F Build/NRD90M
mobile|SM-G900L,mobile,SM-G900L
mobile|ASUS_P00J,mobile,ASUS_P00J
mobile|TA-1025,mobile,TA-1025
mobile|SM-S327VL,mobile,SM-S327VL
mobile|A0001 Build/MHC19Q,mobile,A0001 Build/MHC19Q
mobile|GT-I9195L,mobile,GT-I9195L
mobile|6039A Build/LRX22G,mobile,6039A Build/LRX22G
mobile|SM-A800I,mobile,SM-A800I
mobile|LG-D959,mobile,LG-D959
mobile|SM-G900V Build/LRX21T,mobile,SM-G900V Build/LRX21T
mobile|SAMSUNG SM-G930R4 Build/NRD90M,mobile,SAMSUNG SM-G930R4 Build/NRD90M
mobile|LGL83BL,mobile,LGL83BL
mobile|SM-G928P,mobile,SM-G928P
mobile|C6906 Build/14.6.A.1.236,mobile,C6906 Build/14.6.A.1.236
mobile|K92,mobile,K92
mobile|K90U,mobile,K90U
mobile|SAMSUNG-SM-G935A,mobile,SAMSUNG-SM-G935A
mobile|XT1580 Build/NPKS25.200-12-9,mobile,XT1580 Build/NPKS25.200-12-9
mobile|SM-A310F Build/NRD90M,mobile,SM-A310F Build/NRD90M
desktop|BOIE9,desktop,BOIE9
mobile|SM-T377P,mobile,SM-T377P
mobile|LG-LS995,mobile,LG-LS995
mobile|LGUS990,mobile,LGUS990
mobile|SM-G935U,mobile,SM-G935U
mobile|XT1021 Build/KXC21.5-40,mobile,XT1021 Build/KXC21.5-40
mobile|KIW-L24,mobile,KIW-L24
mobile|SM-T377T,mobile,SM-T377T
desktop|rv:43.0,desktop,rv:43.0
mobile|LG-D320 Build/KOT49I.V10a,mobile,LG-D320 Build/KOT49I.V10a
mobile|Alcatel_5044R Build/NRD90M,mobile,Alcatel_5044R Build/NRD90M
mobile|SAMSUNG-SM-N910A,mobile,SAMSUNG-SM-N910A
mobile|HTC6500LVW,mobile,HTC6500LVW
mobile|XT1575 Build/NPHS25.200-23-1,mobile,XT1575 Build/NPHS25.200-23-1
mobile|RS988,mobile,RS988
mobile|LG-H931,mobile,LG-H931
mobile|RCT6S03W12,mobile,RCT6S03W12
mobile|SAMSUNG-SM-G920A Build/MMB29K,mobile,SAMSUNG-SM-G920A Build/MMB29K
mobile|SM-T807T,mobile,SM-T807T
mobile|CAM-L23,mobile,CAM-L23
mobile|SM-T817T,mobile,SM-T817T
mobile|SM-J727P,mobile,SM-J727P
mobile|SM-G550T2,mobile,SM-G550T2
mobile|VS985,mobile,VS985
mobile|LG-H815 Build/MRA58K,mobile,LG-H815 Build/MRA58K
mobile|SM-G900P,mobile,SM-G900P
mobile|SAMSUNG SM-J320M Build/LMY47V,mobile,SAMSUNG SM-J320M Build/LMY47V
mobile|BBA100-1,mobile,BBA100-1
mobile|831C,mobile,831C
mobile|LG-H830,mobile,LG-H830
mobile|ALCATEL ONE TOUCH 7047A Build/JDQ39,mobile,ALCATEL ONE TOUCH 7047A Build/JDQ39
mobile|SM-G800F Build/MMB29K,mobile,SM-G800F Build/MMB29K
mobile|SM-E700M,mobile,SM-E700M
mobile|SAMSUNG SM-J710MN Build/NRD90M,mobile,SAMSUNG SM-J710MN Build/NRD90M
mobile|Z831,mobile,Z831
mobile|GT-P3100,mobile,GT-P3100
mobile|E5606,mobile,E5606
mobile|SAMSUNG-SM-G900A,mobile,SAMSUNG-SM-G900A
mobile|ASUS_Z00UD,mobile,ASUS_Z00UD
mobile|SM-N900P Build/LRX21V,mobile,SM-N900P Build/LRX21V
mobile|LG-V700,mobile,LG-V700
mobile|SAMSUNG SM-J700T1 Build/NMF26X,mobile,SAMSUNG SM-J700T1 Build/NMF26X
mobile|P008 Build/NRD90M,mobile,P008 Build/NRD90M
mobile|ONEPLUS,mobile,ONEPLUS
mobile|SAMSUNG-SM-J320A Build/NMF26X,mobile,SAMSUNG-SM-J320A Build/NMF26X
mobile|SM-G800M Build/KOT49H,mobile,SM-G800M Build/KOT49H
mobile|BBB100-2,mobile,BBB100-2
mobile|LG-D680,mobile,LG-D680
mobile|SM-S727VL Build/MMB29M,mobile,SM-S727VL Build/MMB29M
mobile|F3313,mobile,F3313
mobile|ONE,mobile,ONE
mobile|D5106,mobile,D5106
mobile|SAMSUNG-SGH-I337,mobile,SAMSUNG-SGH-I337
mobile|LGL84VL Build/NRD90U,mobile,LGL84VL Build/NRD90U
mobile|TA-1028 Build/NMF26O,mobile,TA-1028 Build/NMF26O
mobile|YOGA,mobile,YOGA
mobile|D5316,mobile,D5316
mobile|SPH-L720,mobile,SPH-L720
mobile|SM-N915V,mobile,SM-N915V
mobile|0PAJ5,mobile,0PAJ5
mobile|RCT6513W87 Build/MRA58K,mobile,RCT6513W87 Build/MRA58K
mobile|E6853 Build/32.4.A.1.54,mobile,E6853 Build/32.4.A.1.54
mobile|SM-G720AX,mobile,SM-G720AX
mobile|SM-G900M Build/MMB29M,mobile,SM-G900M Build/MMB29M
mobile|6045I Build/LRX22G,mobile,6045I Build/LRX22G
mobile|Android 6.0,mobile,Android 6.0
mobile|E2006,mobile,E2006
mobile|BBB100-1,mobile,BBB100-1
mobile|GT-I9060L Build/JDQ39,mobile,GT-I9060L Build/JDQ39
mobile|SM-T530,mobile,SM-T530
mobile|Infinit,mobile,Infinit
mobile|SM-J110M Build/LMY48B,mobile,SM-J110M Build/LMY48B
mobile|LG-D213,mobile,LG-D213
mobile|LAVA_A3,mobile,LAVA_A3
mobile|GT-S7390,mobile,GT-S7390
mobile|Alcatel_5054O,mobile,Alcatel_5054O
mobile|Lenovo YT3-X50F Build/MMB29M,mobile,Lenovo YT3-X50F Build/MMB29M
mobile|SAMSUNG-SM-G925A,mobile,SAMSUNG-SM-G925A
mobile|SM-A300H,mobile,SM-A300H
mobile|HUAWEI Build/MMB28B,mobile,HUAWEI Build/MMB28B
mobile|Ilium L620 Build/NRD90M,mobile,Ilium L620 Build/NRD90M
mobile|SM-N910P,mobile,SM-N910P
mobile|Lenovo PB2-650Y Build/MRA58K,mobile,Lenovo PB2-650Y Build/MRA58K
mobile|SM-G9250,mobile,SM-G9250
mobile|SM-N920C Build/NRD90M,mobile,SM-N920C Build/NRD90M
mobile|SM-J710GN,mobile,SM-J710GN
mobile|SM-A500W,mobile,SM-A500W
mobile|Nexus 6 Build/N6F27M,mobile,Nexus 6 Build/N6F27M
mobile|Moto Z2 Play Build/NPSS26.118-19-11,mobile,Moto Z2 Play Build/NPSS26.118-19-11
mobile|QTAQZ3 Build/KOT49H,mobile,QTAQZ3 Build/KOT49H
mobile|M4 SS4452 Build/LMY47V,mobile,M4 SS4452 Build/LMY47V
mobile|SM-T110 Build/JDQ39,mobile,SM-T110 Build/JDQ39
mobile|Neffos C5 Build/LMY47D,mobile,Neffos C5 Build/LMY47D
mobile|TA-1028 Build/NRD90M,mobile,TA-1028 Build/NRD90M
mobile|TA-1044 Build/NMF26F,mobile,TA-1044 Build/NMF26F
mobile|ASTRO,mobile,ASTRO
mobile|SAMSUNG-SM-J320AZ,mobile,SAMSUNG-SM-J320AZ
mobile|BG2-W09,mobile,BG2-W09
mobile|SM-J700H Build/MMB29K,mobile,SM-J700H Build/MMB29K
mobile|GT-P5110,mobile,GT-P5110
mobile|ASUS_Z01KD,mobile,ASUS_Z01KD
mobile|LG-K330,mobile,LG-K330
mobile|SM-J530F Build/NRD90M,mobile,SM-J530F Build/NRD90M
mobile|LG-D693n,mobile,LG-D693n
mobile|LG-H525n Build/MRA58K,mobile,LG-H525n Build/MRA58K
mobile|P5006A,mobile,P5006A
mobile|SAMSUNG SM-J510MN Build/MMB29M,mobile,SAMSUNG SM-J510MN Build/MMB29M
mobile|iris 870 Build/MRA58K,mobile,iris 870 Build/MRA58K
mobile|XT1032 Build/KXB20.9-1.10-1.24-1.1,mobile,XT1032 Build/KXB20.9-1.10-1.24-1.1
mobile|Ilium,mobile,Ilium
mobile|LG-H932,mobile,LG-H932
mobile|SM-T705,mobile,SM-T705
mobile|SM-G920I,mobile,SM-G920I
mobile|Moto G (4) Build/NPJS25.93-14-13,mobile,Moto G (4) Build/NPJS25.93-14-13
mobile|SAMSUNG SM-J120H Build/LMY47V,mobile,SAMSUNG SM-J120H Build/LMY47V
mobile|Moto G (5) Build/NPP25.137-15,mobile,Moto G (5) Build/NPP25.137-15
mobile|7048A Build/LRX22G,mobile,7048A Build/LRX22G
mobile|4013M Build/KOT49H,mobile,4013M Build/KOT49H
mobile|STV100-1,mobile,STV100-1
mobile|Moto C Build/NRD90M.054,mobile,Moto C Build/NRD90M.054
mobile|LG-E450f,mobile,LG-E450f
mobile|LG-H960,mobile,LG-H960
mobile|gxq6580_weg_l Build/LMY47I,mobile,gxq6580_weg_l Build/LMY47I
mobile|SM-G930T,mobile,SM-G930T
mobile|Beat,mobile,Beat
mobile|SM-G928G Build/MMB29K,mobile,SM-G928G Build/MMB29K
mobile|VK700 Build/LRX22G,mobile,VK700 Build/LRX22G
mobile|EVA-L19 Build/HUAWEIEVA-L19,mobile,EVA-L19 Build/HUAWEIEVA-L19
mobile|LGL57BL,mobile,LGL57BL
mobile|XT1023,mobile,XT1023
mobile|XT1008,mobile,XT1008
mobile|SM-G900T1,mobile,SM-G900T1
mobile|Neffos X1 Max Build/NRD90M,mobile,Neffos X1 Max Build/NRD90M
mobile|M4 SS4458 Build/MMB29M,mobile,M4 SS4458 Build/MMB29M
mobile|E6603,mobile,E6603
mobile|A96 Build/LMY47I,mobile,A96 Build/LMY47I
mobile|Lenovo TB3-710I Build/LMY47I,mobile,Lenovo TB3-710I Build/LMY47I
mobile|SM-A520W Build/NRD90M,mobile,SM-A520W Build/NRD90M
mobile|SAMSUNG SM-J500M Build/MMB29M,mobile,SAMSUNG SM-J500M Build/MMB29M
mobile|E5803,mobile,E5803
mobile|E2104,mobile,E2104
mobile|SAMSUNG SM-G800F Build/MMB29K,mobile,SAMSUNG SM-G800F Build/MMB29K
mobile|SM-T800,mobile,SM-T800
mobile|WAS-LX1A Build/HUAWEIWAS-LX1A,mobile,WAS-LX1A Build/HUAWEIWAS-LX1A
mobile|Alcatel_5098O Build/MMB29M,mobile,Alcatel_5098O Build/MMB29M
mobile|Blade A465 Build/LMY47D,mobile,Blade A465 Build/LMY47D
mobile|Ilium X520 Build/NRD90M,mobile,Ilium X520 Build/NRD90M
mobile|SLA-L02,mobile,SLA-L02
mobile|F5121,mobile,F5121
desktop|rv:29.0,desktop,rv:29.0
mobile|LG-H735 Build/LMY47V,mobile,LG-H735 Build/LMY47V
mobile|Max,mobile,Max
mobile|G620S-L03,mobile,G620S-L03
mobile|SM-G318ML,mobile,SM-G318ML
mobile|SAMSUNG SM-A320Y Build/NRD90M,mobile,SAMSUNG SM-A320Y Build/NRD90M
mobile|SM-T320 Build/KOT49H,mobile,SM-T320 Build/KOT49H
mobile|MotoG3 Build/MPI24.65-25.1,mobile,MotoG3 Build/MPI24.65-25.1
mobile|F1f Build/LMY47V,mobile,F1f Build/LMY47V
mobile|Moto G Play Build/NJH47F,mobile,Moto G Play Build/NJH47F
mobile|HUAWEI LUA-U23 Build/HUAWEILUA-U23,mobile,HUAWEI LUA-U23 Build/HUAWEILUA-U23
mobile|LG-H343,mobile,LG-H343
mobile|Mi A1 Build/OPR1.170623.026,mobile,Mi A1 Build/OPR1.170623.026
mobile|LGMS323,mobile,LGMS323
mobile|verykools5004,mobile,verykools5004
mobile|SM-J710MN Build/NRD90M,mobile,SM-J710MN Build/NRD90M
mobile|LG-H650 Build/LMY47V,mobile,LG-H650 Build/LMY47V
mobile|D2306 Build/18.6.A.0.182,mobile,D2306 Build/18.6.A.0.182
mobile|SAMSUNG SM-G925P Build/MMB29K,mobile,SAMSUNG SM-G925P Build/MMB29K
mobile|F3213,mobile,F3213
mobile|SM-G928P Build/NRD90M,mobile,SM-G928P Build/NRD90M
mobile|U,mobile,U
mobile|HTC_D10i,mobile,HTC_D10i
mobile|TA-1027 Build/N2G47H,mobile,TA-1027 Build/N2G47H
mobile|VTR-L29,mobile,VTR-L29
mobile|TA-1025 Build/NMF26F,mobile,TA-1025 Build/NMF26F
mobile|iris 820 Build/MRA58K,mobile,iris 820 Build/MRA58K
mobile|Wileyfox,mobile,Wileyfox
mobile|LG-H340AR,mobile,LG-H340AR
mobile|Ilium L610 Build/MRA58K,mobile,Ilium L610 Build/MRA58K
mobile|IdeaTab,mobile,IdeaTab
mobile|A9,mobile,A9
mobile|iPhone,mobile,iPhone
mobile|Redmi 4A Build/N2G47H,mobile,Redmi 4A Build/N2G47H
mobile|Moto Z2 Play Build/NPSS26.118-19-14,mobile,Moto Z2 Play Build/NPSS26.118-19-14
mobile|Blade L3 Build/KOT49H,mobile,Blade L3 Build/KOT49H
mobile|ZTE BLADE A512 Build/MMB29M,mobile,ZTE BLADE A512 Build/MMB29M
mobile|4047A Build/NRD90M,mobile,4047A Build/NRD90M
mobile|N9136,mobile,N9136
mobile|SM-G610F Build/NRD90M,mobile,SM-G610F Build/NRD90M
mobile|DT0704K08,mobile,DT0704K08
mobile|Hisense,mobile,Hisense
mobile|SM-G920R4,mobile,SM-G920R4
mobile|A466BG,mobile,A466BG
mobile|NEM-L51 Build/HONORNEM-L51,mobile,NEM-L51 Build/HONORNEM-L51
mobile|4047G Build/NRD90M,mobile,4047G Build/NRD90M
mobile|MotoG3,mobile,MotoG3
mobile|MI,mobile,MI
mobile|ALCATEL ONE TOUCH 5036A Build/JDQ39,mobile,ALCATEL ONE TOUCH 5036A Build/JDQ39
mobile|D5316 Build/19.4.A.0.182,mobile,D5316 Build/19.4.A.0.182
mobile|LG-K420,mobile,LG-K420
mobile|SM-A300FU Build/MMB29M,mobile,SM-A300FU Build/MMB29M
mobile|1016S,mobile,1016S
mobile|Lenovo TB3-710F Build/LRX21M,mobile,Lenovo TB3-710F Build/LRX21M
mobile|SGP621 Build/23.5.A.1.291,mobile,SGP621 Build/23.5.A.1.291
mobile|LG-V520,mobile,LG-V520
mobile|RS988 Build/MMB29M,mobile,RS988 Build/MMB29M
mobile|ASUS_X008DC Build/NRD90M,mobile,ASUS_X008DC Build/NRD90M
mobile|ASUS_Z01BDA,mobile,ASUS_Z01BDA
mobile|ALCATEL ONE TOUCH 7042A Build/JDQ39,mobile,ALCATEL ONE TOUCH 7042A Build/JDQ39
mobile|Archos,mobile,Archos
mobile|RCT6773W22B,mobile,RCT6773W22B
mobile|XT1032,mobile,XT1032
mobile|F80 PIABELLA Build/MRA58K,mobile,F80 PIABELLA Build/MRA58K
mobile|XT1650 Build/NPLS26.118-20-5-11,mobile,XT1650 Build/NPLS26.118-20-5-11
mobile|SAMSUNG SM-A510F Build/NRD90M,mobile,SAMSUNG SM-A510F Build/NRD90M
mobile|SM-J320W8,mobile,SM-J320W8
mobile|SM-G955F,mobile,SM-G955F
mobile|SAMSUNG SM-G610M Build/NRD90M,mobile,SAMSUNG SM-G610M Build/NRD90M
mobile|Grand2c,mobile,Grand2c
mobile|LG-D625,mobile,LG-D625
mobile|FTJ152D,mobile,FTJ152D
mobile|SM-G928V,mobile,SM-G928V
mobile|QTASUN1,mobile,QTASUN1
mobile|Z799VL,mobile,Z799VL
mobile|BBA100-2,mobile,BBA100-2
mobile|SM-J710F Build/NRD90M,mobile,SM-J710F Build/NRD90M
mobile|HT0701A16,mobile,HT0701A16
mobile|EGO,mobile,EGO
mobile|SAMSUNG SM-G920I Build/NRD90M,mobile,SAMSUNG SM-G920I Build/NRD90M
mobile|SM-G903F Build/MMB29K,mobile,SM-G903F Build/MMB29K
mobile|ASUS_X00DD,mobile,ASUS_X00DD
mobile|Aquaris U Plus Build/NMF26F,mobile,Aquaris U Plus Build/NMF26F
mobile|Robin,mobile,Robin
mobile|rv:55.0,mobile,rv:55.0
mobile|verykools5035,mobile,verykools5035
mobile|ICON,mobile,ICON
mobile|XT1680,mobile,XT1680
mobile|ONE A2003 Build/MMB29M,mobile,ONE A2003 Build/MMB29M
mobile|Moto G Play Build/NPI26.48-36,mobile,Moto G Play Build/NPI26.48-36
mobile|verykools4009,mobile,verykools4009
mobile|Z839,mobile,Z839
mobile|5085B Build/MRA58K,mobile,5085B Build/MRA58K
mobile|S60 Build/MMB29M,mobile,S60 Build/MMB29M
mobile|ASUS_Z00AD Build/LRX21V,mobile,ASUS_Z00AD Build/LRX21V
mobile|HUAWEI GRA-L09 Build/HUAWEIGRA-L09,mobile,HUAWEI GRA-L09 Build/HUAWEIGRA-L09
mobile|SM-G930F Build/MMB29K,mobile,SM-G930F Build/MMB29K
mobile|SAMSUNG-SM-J320AZ Build/MMB29K,mobile,SAMSUNG-SM-J320AZ Build/MMB29K
mobile|XT1092,mobile,XT1092
mobile|Moto C Build/NRD90M.050,mobile,Moto C Build/NRD90M.050
mobile|SM-G570M Build/NRD90M,mobile,SM-G570M Build/NRD90M
mobile|HUAWEI LYO-L21 Build/HUAWEILYO-L21,mobile,HUAWEI LYO-L21 Build/HUAWEILYO-L21
mobile|PLAYTAB,mobile,PLAYTAB
mobile|Tab2A7-10F,mobile,Tab2A7-10F
mobile|VKY-L09 Build/HUAWEIVKY-L09,mobile,VKY-L09 Build/HUAWEIVKY-L09
mobile|LG-H815,mobile,LG-H815
mobile|U FEEL LITE Build/MRA58K,mobile,U FEEL LITE Build/MRA58K
mobile|E5823 Build/32.4.A.1.54,mobile,E5823 Build/32.4.A.1.54
mobile|Pixel 2 XL Build/OPM1.171019.013,mobile,Pixel 2 XL Build/OPM1.171019.013
mobile|SM-A320FL Build/NRD90M,mobile,SM-A320FL Build/NRD90M
mobile|N817,mobile,N817
mobile|Joy,mobile,Joy
mobile|C6906,mobile,C6906
mobile|E6810,mobile,E6810
mobile|SM-J710GN Build/MMB29K,mobile,SM-J710GN Build/MMB29K
mobile|SM-T530 Build/LRX22G,mobile,SM-T530 Build/LRX22G
mobile|Pixel Build/OPM1.171019.012,mobile,Pixel Build/OPM1.171019.012
mobile|WAS-L03T Build/HUAWEIWAS-L03T,mobile,WAS-L03T Build/HUAWEIWAS-L03T
mobile|Tornado,mobile,Tornado
mobile|SM-G950U Build/R16NW,mobile,SM-G950U Build/R16NW
mobile|SM-J500FN Build/MMB29M,mobile,SM-J500FN Build/MMB29M
mobile|SM-T825 Build/NRD90M,mobile,SM-T825 Build/NRD90M
mobile|LGLS775 Build/MMB29M,mobile,LGLS775 Build/MMB29M
mobile|Moto G (5) Plus Build/NPN25.137-92,mobile,Moto G (5) Plus Build/NPN25.137-92
mobile|SM-G390W,mobile,SM-G390W
mobile|SAMSUNG SM-J500FN Build/MMB29M,mobile,SAMSUNG SM-J500FN Build/MMB29M
mobile|SM-A510F Build/MMB29K,mobile,SM-A510F Build/MMB29K
