card_key,card1,card2,card3,card4,card5,card6
18039|555.0|150.0|mastercard|224.0|debit,18039,555.0,150.0,mastercard,224.0,debit
14730|213.0|117.0|mastercard|166.0|debit,14730,213.0,117.0,mastercard,166.0,debit
19445|555.0|162.0|mastercard|224.0|debit,19445,555.0,162.0,mastercard,224.0,debit
13975|555.0|150.0|american express|215.0|debit,13975,555.0,150.0,american express,215.0,debit
22071|543.0|150.0|mastercard|224.0|debit,22071,543.0,150.0,mastercard,224.0,debit
20522|399.0|150.0|american express|118.0|credit,20522,399.0,150.0,american express,118.0,credit
18971|399.0|150.0|american express|137.0|credit,18971,399.0,150.0,american express,137.0,credit
20227||150.0|visa||credit,20227,,150.0,visa,,credit
16130|489.0|150.0|mastercard|219.0|credit,16130,489.0,150.0,mastercard,219.0,credit
14138|555.0|138.0|mastercard|224.0|credit,14138,555.0,138.0,mastercard,224.0,credit
16055|216.0|150.0|visa|226.0|credit,16055,216.0,150.0,visa,226.0,credit
15358|399.0|150.0|american express|146.0|credit,15358,399.0,150.0,american express,146.0,credit
15762|277.0|144.0|visa|226.0|credit,15762,277.0,144.0,visa,226.0,credit
22792|555.0|162.0|visa|102.0|credit,22792,555.0,162.0,visa,102.0,credit
17037|381.0|150.0|mastercard|203.0|credit,17037,381.0,150.0,mastercard,203.0,credit
19361|399.0|150.0|american express|137.0|credit,19361,399.0,150.0,american express,137.0,credit
16675|555.0|150.0|visa|226.0|debit,16675,555.0,150.0,visa,226.0,debit
11688|555.0|150.0|visa|226.0|credit,11688,555.0,150.0,visa,226.0,credit
10037|360.0|150.0|visa|166.0|debit,10037,360.0,150.0,visa,166.0,debit
17387|321.0|150.0|visa|195.0|debit,17387,321.0,150.0,visa,195.0,debit
18322|555.0|150.0|visa|226.0|credit,18322,555.0,150.0,visa,226.0,credit
15188|555.0|150.0|visa|226.0|credit,15188,555.0,150.0,visa,226.0,credit
15136|555.0|150.0|mastercard|224.0|debit,15136,555.0,150.0,mastercard,224.0,debit
14765||150.0|visa|226.0|debit,14765,,150.0,visa,226.0,debit
16169|399.0|150.0|american express|150.0|credit,16169,399.0,150.0,american express,150.0,credit
21924|555.0|150.0|visa|226.0|credit,21924,555.0,150.0,visa,226.0,credit
21209|555.0|150.0|visa|226.0|debit,21209,555.0,150.0,visa,226.0,debit
21094|543.0|150.0|mastercard|195.0|debit,21094,543.0,150.0,mastercard,195.0,debit
11870|480.0|150.0|mastercard|117.0|debit,11870,480.0,150.0,mastercard,117.0,debit
12270|574.0|150.0|visa|195.0|debit,12270,574.0,150.0,visa,195.0,debit
16538|555.0|134.0|visa|137.0|credit,16538,555.0,134.0,visa,137.0,credit
12213|545.0|185.0|visa|102.0|credit,12213,545.0,185.0,visa,102.0,credit
13838|225.0|150.0|mastercard|224.0|debit,13838,225.0,150.0,mastercard,224.0,debit
18493|583.0|150.0|visa|195.0|credit,18493,583.0,150.0,visa,195.0,credit
17641|555.0|150.0|visa|226.0|debit,17641,555.0,150.0,visa,226.0,debit
17597|361.0|150.0|visa|195.0|debit,17597,361.0,150.0,visa,195.0,debit
14401|399.0|150.0|american express|185.0|credit,14401,399.0,150.0,american express,185.0,credit
13833|555.0|150.0|visa|226.0|debit,13833,555.0,150.0,visa,226.0,debit
18331|111.0|150.0|visa|195.0|debit,18331,111.0,150.0,visa,195.0,debit
15308|555.0|150.0|visa|226.0|credit,15308,555.0,150.0,visa,226.0,credit
19469|399.0|150.0|american express|146.0|credit,19469,399.0,150.0,american express,146.0,credit
12916|512.0|150.0|mastercard|195.0|debit,12916,512.0,150.0,mastercard,195.0,debit
13601|345.0|150.0|mastercard|100.0|debit,13601,345.0,150.0,mastercard,100.0,debit
10659|543.0|150.0|mastercard|224.0|debit,10659,543.0,150.0,mastercard,224.0,debit
10457|555.0|106.0|visa|137.0|debit,10457,555.0,106.0,visa,137.0,debit
21532|555.0|150.0|visa|226.0|debit,21532,555.0,150.0,visa,226.0,debit
19746|555.0|150.0|visa|226.0|debit,19746,555.0,150.0,visa,226.0,debit
13511|554.0|150.0|mastercard|224.0|debit,13511,554.0,150.0,mastercard,224.0,debit
18013|555.0|150.0|visa|226.0|credit,18013,555.0,150.0,visa,226.0,credit
19593|555.0|150.0|visa|226.0|credit,19593,555.0,150.0,visa,226.0,credit
17849|216.0|150.0|mastercard|102.0|credit,17849,216.0,150.0,mastercard,102.0,credit
18316|521.0|150.0|visa|226.0|credit,18316,521.0,150.0,visa,226.0,credit
16166|555.0|185.0|visa|226.0|debit,16166,555.0,185.0,visa,226.0,debit
18347|429.0|150.0|visa|226.0|credit,18347,429.0,150.0,visa,226.0,credit
14272|111.0|150.0|visa|226.0|debit,14272,111.0,150.0,visa,226.0,debit
18630|555.0|106.0|visa|226.0|debit,18630,555.0,106.0,visa,226.0,debit
14871|399.0|150.0|american express|223.0|credit,14871,399.0,150.0,american express,223.0,credit
19115|555.0|150.0|visa|226.0|debit,19115,555.0,150.0,visa,226.0,debit
12654|555.0|150.0|visa|226.0|debit,12654,555.0,150.0,visa,226.0,debit
11783||150.0|visa|226.0|debit,11783,,150.0,visa,226.0,debit
10618|555.0|150.0|visa|226.0|debit,10618,555.0,150.0,visa,226.0,debit
11883|555.0|185.0|visa|137.0|credit,11883,555.0,185.0,visa,137.0,credit
13011|555.0|150.0|visa|226.0|credit,13011,555.0,150.0,visa,226.0,credit
12970|225.0|150.0|mastercard|224.0|debit,12970,225.0,150.0,mastercard,224.0,debit
15529|555.0|150.0|visa|226.0|debit,15529,555.0,150.0,visa,226.0,debit
13719|555.0|150.0|visa|226.0|debit,13719,555.0,150.0,visa,226.0,debit
17634|399.0|150.0|american express|137.0|credit,17634,399.0,150.0,american express,137.0,credit
14791|555.0|150.0|visa|226.0|debit,14791,555.0,150.0,visa,226.0,debit
19525||150.0|visa|162.0|credit,19525,,150.0,visa,162.0,credit
22667|555.0|150.0|mastercard|224.0|debit,22667,555.0,150.0,mastercard,224.0,debit
17747|399.0|150.0|american express|223.0|credit,17747,399.0,150.0,american express,223.0,credit
22338|490.0|150.0|visa|177.0|debit,22338,490.0,150.0,visa,177.0,debit
19099|271.0|150.0|visa|195.0|debit,19099,271.0,150.0,visa,195.0,debit
14988|369.0|150.0|mastercard|195.0|debit,14988,369.0,150.0,mastercard,195.0,debit
11516|399.0|150.0|american express|132.0|credit,11516,399.0,150.0,american express,132.0,credit
21530|321.0|150.0|visa|226.0|debit,21530,321.0,150.0,visa,226.0,debit
13339|555.0|150.0|visa|226.0|credit,13339,555.0,150.0,visa,226.0,credit
12573|555.0|171.0|visa|226.0|debit,12573,555.0,171.0,visa,226.0,debit
20715|543.0|150.0|mastercard|224.0|debit,20715,543.0,150.0,mastercard,224.0,debit
14074|555.0|150.0|visa|226.0|debit,14074,555.0,150.0,visa,226.0,debit
15736|399.0|150.0|american express|146.0|credit,15736,399.0,150.0,american express,146.0,credit
10763|555.0|166.0|visa|113.0|debit,10763,555.0,166.0,visa,113.0,debit
21858|399.0|150.0|american express|198.0|credit,21858,399.0,150.0,american express,198.0,credit
18287|555.0|150.0|visa|226.0|debit,18287,555.0,150.0,visa,226.0,debit
20948|492.0|150.0|mastercard|224.0|debit,20948,492.0,150.0,mastercard,224.0,debit
13647|285.0|150.0|visa|226.0|debit,13647,285.0,150.0,visa,226.0,debit
11005|488.0|117.0|mastercard|224.0|credit,11005,488.0,117.0,mastercard,224.0,credit
15342|562.0|150.0|mastercard|102.0|credit,15342,562.0,150.0,mastercard,102.0,credit
10504|369.0|150.0|mastercard|224.0|debit,10504,369.0,150.0,mastercard,224.0,debit
12483|216.0|150.0|visa|226.0|credit,12483,216.0,150.0,visa,226.0,credit
14889|555.0|150.0|visa|195.0|debit,14889,555.0,150.0,visa,195.0,debit
12910|520.0|150.0|american express|190.0|credit,12910,520.0,150.0,american express,190.0,credit
16467|399.0|150.0|american express|132.0|credit,16467,399.0,150.0,american express,132.0,credit
21753|555.0|150.0|visa|226.0|debit,21753,555.0,150.0,visa,226.0,debit
12481|194.0|150.0|mastercard|166.0|debit,12481,194.0,150.0,mastercard,166.0,debit
22832|399.0|150.0|american express|223.0|credit,22832,399.0,150.0,american express,223.0,credit
17882|555.0|144.0|mastercard|224.0|credit,17882,555.0,144.0,mastercard,224.0,credit
14441|225.0|150.0|mastercard|224.0|debit,14441,225.0,150.0,mastercard,224.0,debit
13517|555.0|150.0|visa|226.0|debit,13517,555.0,150.0,visa,226.0,debit
20542|237.0|150.0|mastercard|195.0|debit,20542,237.0,150.0,mastercard,195.0,debit
15382|399.0|150.0|american express|236.0|credit,15382,399.0,150.0,american express,236.0,credit
11840|555.0|150.0|mastercard|166.0|debit,11840,555.0,150.0,mastercard,166.0,debit
18860|399.0|150.0|american express|223.0|credit,18860,399.0,150.0,american express,223.0,credit
18455|512.0|150.0|mastercard|195.0|credit,18455,512.0,150.0,mastercard,195.0,credit
12235|399.0|150.0|american express|223.0|credit,12235,399.0,150.0,american express,223.0,credit
18061|520.0|150.0|american express|190.0|credit,18061,520.0,150.0,american express,190.0,credit
16066|390.0|150.0|mastercard|224.0|debit,16066,390.0,150.0,mastercard,224.0,debit
23132|555.0|150.0|visa|226.0|debit,23132,555.0,150.0,visa,226.0,debit
20929|399.0|150.0|american express|185.0|credit,20929,399.0,150.0,american express,185.0,credit
18299||150.0|visa||credit,18299,,150.0,visa,,credit
14347|555.0|150.0|visa|226.0|debit,14347,555.0,150.0,visa,226.0,debit
11655|305.0|106.0|mastercard|224.0|credit,11655,305.0,106.0,mastercard,224.0,credit
18637|555.0|150.0|visa|226.0|debit,18637,555.0,150.0,visa,226.0,debit
18445|122.0|150.0|mastercard|166.0|debit,18445,122.0,150.0,mastercard,166.0,debit
11216|517.0|150.0|mastercard|224.0|debit,11216,517.0,150.0,mastercard,224.0,debit
15012|547.0|150.0|visa|226.0|credit,15012,547.0,150.0,visa,226.0,credit
17211|543.0|150.0|mastercard|224.0|debit,17211,543.0,150.0,mastercard,224.0,debit
15950|555.0|150.0|visa|226.0|debit,15950,555.0,150.0,visa,226.0,debit
12690|478.0|150.0|visa|141.0|credit,12690,478.0,150.0,visa,141.0,credit
20562|548.0|150.0|visa|194.0|credit,20562,548.0,150.0,visa,194.0,credit
18607|532.0|150.0|mastercard|195.0|debit,18607,532.0,150.0,mastercard,195.0,debit
16306|118.0|185.0|visa|226.0|debit,16306,118.0,185.0,visa,226.0,debit
14402|399.0|150.0|american express|223.0|credit,14402,399.0,150.0,american express,223.0,credit
22512|439.0|144.0|mastercard|195.0|credit,22512,439.0,144.0,mastercard,195.0,credit
16195|216.0|150.0|mastercard|224.0|credit,16195,216.0,150.0,mastercard,224.0,credit
13171|277.0|144.0|visa|195.0|credit,13171,277.0,144.0,visa,195.0,credit
19472|275.0|150.0|mastercard|224.0|debit,19472,275.0,150.0,mastercard,224.0,debit
15546|555.0|150.0|visa|226.0|credit,15546,555.0,150.0,visa,226.0,credit
14868|532.0|150.0|mastercard|224.0|debit,14868,532.0,150.0,mastercard,224.0,debit
10332|321.0|150.0|visa|226.0|debit,10332,321.0,150.0,visa,226.0,debit
15240|555.0|150.0|visa|226.0|debit,15240,555.0,150.0,visa,226.0,debit
19567|480.0|150.0|mastercard|224.0|debit,19567,480.0,150.0,mastercard,224.0,debit
14012|555.0|185.0|mastercard|102.0|credit,14012,555.0,185.0,mastercard,102.0,credit
22833|555.0|150.0|visa|226.0|credit,22833,555.0,150.0,visa,226.0,credit
16276|440.0|185.0|visa|226.0|debit,16276,440.0,185.0,visa,226.0,debit
15813|399.0|150.0|american express|237.0|credit,15813,399.0,150.0,american express,237.0,credit
11961|555.0|150.0|visa|226.0|credit,11961,555.0,150.0,visa,226.0,credit
13550|555.0|150.0|visa|226.0|debit,13550,555.0,150.0,visa,226.0,debit
16173|399.0|150.0|american express|132.0|credit,16173,399.0,150.0,american express,132.0,credit
21519|225.0|150.0|mastercard|224.0|debit,21519,225.0,150.0,mastercard,224.0,debit
21942|351.0|106.0|visa|137.0|debit,21942,351.0,106.0,visa,137.0,debit
18196|361.0|150.0|visa|195.0|credit,18196,361.0,150.0,visa,195.0,credit
18615|543.0|150.0|mastercard|224.0|debit,18615,543.0,150.0,mastercard,224.0,debit
13337|529.0|150.0|visa|226.0|credit,13337,529.0,150.0,visa,226.0,credit
14254|555.0|150.0|visa|226.0|credit,14254,555.0,150.0,visa,226.0,credit
18542|399.0|150.0|american express|118.0|credit,18542,399.0,150.0,american express,118.0,credit
20160|399.0|150.0|american express|198.0|credit,20160,399.0,150.0,american express,198.0,credit
22052|555.0|166.0|visa|226.0|debit,22052,555.0,166.0,visa,226.0,debit
10219|555.0|150.0|visa|226.0|debit,10219,555.0,150.0,visa,226.0,debit
23299|399.0|150.0|american express|223.0|credit,23299,399.0,150.0,american express,223.0,credit
18191|555.0|150.0|visa|226.0|debit,18191,555.0,150.0,visa,226.0,debit
22940|528.0|150.0|visa|195.0|credit,22940,528.0,150.0,visa,195.0,credit
17728|274.0|185.0|mastercard|224.0|credit,17728,274.0,185.0,mastercard,224.0,credit
13832|555.0|150.0|visa|226.0|debit,13832,555.0,150.0,visa,226.0,debit
13512|555.0|150.0|visa|226.0|debit,13512,555.0,150.0,visa,226.0,debit
14897|399.0|150.0|american express|137.0|credit,14897,399.0,150.0,american express,137.0,credit
21958|158.0|150.0|visa|195.0|debit,21958,158.0,150.0,visa,195.0,debit
16193|512.0|150.0|visa|141.0|credit,16193,512.0,150.0,visa,141.0,credit
18779|399.0|150.0|american express|185.0|credit,18779,399.0,150.0,american express,185.0,credit
17401|321.0|150.0|visa|226.0|debit,17401,321.0,150.0,visa,226.0,debit
18069|420.0|150.0|mastercard|195.0|debit,18069,420.0,150.0,mastercard,195.0,debit
17817|480.0|150.0|mastercard|224.0|debit,17817,480.0,150.0,mastercard,224.0,debit
19961|399.0|150.0|american express|198.0|credit,19961,399.0,150.0,american express,198.0,credit
23219|555.0|150.0|visa|226.0|debit,23219,555.0,150.0,visa,226.0,debit
21717|392.0|150.0|mastercard|195.0|debit,21717,392.0,150.0,mastercard,195.0,debit
23030|225.0|150.0|mastercard|224.0|debit,23030,225.0,150.0,mastercard,224.0,debit
19796|555.0|150.0|mastercard|102.0|credit,19796,555.0,150.0,mastercard,102.0,credit
17973|142.0|185.0|mastercard|224.0|credit,17973,142.0,185.0,mastercard,224.0,credit
13990|399.0|150.0|american express|237.0|credit,13990,399.0,150.0,american express,237.0,credit
21013|555.0|150.0|mastercard|195.0|credit,21013,555.0,150.0,mastercard,195.0,credit
17702|399.0|150.0|american express|137.0|credit,17702,399.0,150.0,american express,137.0,credit
20050|399.0|150.0|american express|223.0|credit,20050,399.0,150.0,american express,223.0,credit
18509||150.0|visa|226.0|debit,18509,,150.0,visa,226.0,debit
23396|360.0|150.0|visa|100.0|debit,23396,360.0,150.0,visa,100.0,debit
14320|555.0|150.0|mastercard|117.0|debit,14320,555.0,150.0,mastercard,117.0,debit
11595|126.0|150.0|visa|226.0|debit,11595,126.0,150.0,visa,226.0,debit
12933|399.0|150.0|american express|223.0|credit,12933,399.0,150.0,american express,223.0,credit
20461|343.0|150.0|visa|226.0|credit,20461,343.0,150.0,visa,226.0,credit
18798|543.0|150.0|mastercard|102.0|credit,18798,543.0,150.0,mastercard,102.0,credit
13377|181.0|150.0|visa|195.0|credit,13377,181.0,150.0,visa,195.0,credit
19727|225.0|150.0|mastercard|117.0|debit,19727,225.0,150.0,mastercard,117.0,debit
19421|384.0|150.0|mastercard|224.0|debit,19421,384.0,150.0,mastercard,224.0,debit
22838|555.0|102.0|mastercard|137.0|credit,22838,555.0,102.0,mastercard,137.0,credit
22231|555.0|150.0|visa|226.0|debit,22231,555.0,150.0,visa,226.0,debit
19902|399.0|150.0|american express|207.0|credit,19902,399.0,150.0,american express,207.0,credit
23322|321.0|150.0|visa|226.0|debit,23322,321.0,150.0,visa,226.0,debit
10443|367.0|150.0|mastercard|224.0|credit,10443,367.0,150.0,mastercard,224.0,credit
19264||150.0|visa|195.0|credit,19264,,150.0,visa,195.0,credit
21466|578.0|150.0|visa|226.0|credit,21466,578.0,150.0,visa,226.0,credit
18079|363.0|150.0|visa|226.0|debit,18079,363.0,150.0,visa,226.0,debit
18907|512.0|150.0|mastercard|219.0|credit,18907,512.0,150.0,mastercard,219.0,credit
18268|555.0|150.0|visa|226.0|credit,18268,555.0,150.0,visa,226.0,credit
15131|554.0|150.0|visa|226.0|credit,15131,554.0,150.0,visa,226.0,credit
22287|399.0|150.0|american express|137.0|credit,22287,399.0,150.0,american express,137.0,credit
18546|555.0|150.0|visa|226.0|debit,18546,555.0,150.0,visa,226.0,debit
20860|555.0|213.0|mastercard|166.0|debit,20860,555.0,213.0,mastercard,166.0,debit
14424|225.0|150.0|mastercard|224.0|debit,14424,225.0,150.0,mastercard,224.0,debit
12408|399.0|150.0|american express|223.0|credit,12408,399.0,150.0,american express,223.0,credit
11707|555.0|150.0|visa|226.0|debit,11707,555.0,150.0,visa,226.0,debit
18709|111.0|150.0|mastercard|129.0|credit,18709,111.0,150.0,mastercard,129.0,credit
11060|555.0|150.0|visa|226.0|credit,11060,555.0,150.0,visa,226.0,credit
12718|399.0|150.0|american express|118.0|credit,12718,399.0,150.0,american express,118.0,credit
17541|555.0|150.0|visa|226.0|credit,17541,555.0,150.0,visa,226.0,credit
10775|555.0|144.0|mastercard|219.0|credit,10775,555.0,144.0,mastercard,219.0,credit
10250|399.0|150.0|american express|223.0|credit,10250,399.0,150.0,american express,223.0,credit
18596|321.0|150.0|visa|226.0|debit,18596,321.0,150.0,visa,226.0,debit
15625|399.0|150.0|american express|185.0|credit,15625,399.0,150.0,american express,185.0,credit
13737|310.0|150.0|mastercard|224.0|debit,13737,310.0,150.0,mastercard,224.0,debit
13237|360.0|150.0|visa|226.0|credit,13237,360.0,150.0,visa,226.0,credit
18921|399.0|150.0|american express|137.0|credit,18921,399.0,150.0,american express,137.0,credit
13761||150.0|visa||credit,13761,,150.0,visa,,credit
21554|555.0|119.0|visa|226.0|debit,21554,555.0,119.0,visa,226.0,debit
15237|128.0|150.0|visa|195.0|credit,15237,128.0,150.0,visa,195.0,credit
12633|399.0|150.0|american express|150.0|credit,12633,399.0,150.0,american express,150.0,credit
14368|555.0|150.0|visa|226.0|credit,14368,555.0,150.0,visa,226.0,credit
12169|399.0|150.0|american express|137.0|credit,12169,399.0,150.0,american express,137.0,credit
18299||150.0|visa|223.0|credit,18299,,150.0,visa,223.0,credit
21320|555.0|150.0|mastercard|102.0|credit,21320,555.0,150.0,mastercard,102.0,credit
16349|555.0|150.0|visa|226.0|debit,16349,555.0,150.0,visa,226.0,debit
22379|390.0|150.0|mastercard|224.0|debit,22379,390.0,150.0,mastercard,224.0,debit
18264|555.0|150.0|visa|226.0|debit,18264,555.0,150.0,visa,226.0,debit
13862|555.0|152.0|mastercard|224.0|credit,13862,555.0,152.0,mastercard,224.0,credit
12834|145.0|150.0|mastercard|137.0|credit,12834,145.0,150.0,mastercard,137.0,credit
17590|399.0|150.0|american express|188.0|credit,17590,399.0,150.0,american express,188.0,credit
10643|555.0|121.0|visa|226.0|credit,10643,555.0,121.0,visa,226.0,credit
21437|111.0|150.0|mastercard|195.0|debit,21437,111.0,150.0,mastercard,195.0,debit
19889|399.0|150.0|american express|185.0|credit,19889,399.0,150.0,american express,185.0,credit
11621|555.0|150.0|visa|226.0|credit,11621,555.0,150.0,visa,226.0,credit
10745|543.0|150.0|mastercard|224.0|debit,10745,543.0,150.0,mastercard,224.0,debit
17182|555.0|150.0|visa|226.0|debit,17182,555.0,150.0,visa,226.0,debit
10901|399.0|150.0|american express|133.0|credit,10901,399.0,150.0,american express,133.0,credit
10470|471.0|150.0|mastercard|166.0|debit,10470,471.0,150.0,mastercard,166.0,debit
10493|224.0|106.0|mastercard|195.0|credit,10493,224.0,106.0,mastercard,195.0,credit
12762|390.0|150.0|mastercard|224.0|debit,12762,390.0,150.0,mastercard,224.0,debit
15726|555.0|150.0|visa|226.0|credit,15726,555.0,150.0,visa,226.0,credit
23476|310.0|150.0|mastercard|224.0|debit,23476,310.0,150.0,mastercard,224.0,debit
16172|555.0|150.0|visa|226.0|debit,16172,555.0,150.0,visa,226.0,debit
14679|555.0|150.0|visa|226.0|debit,14679,555.0,150.0,visa,226.0,debit
11696|399.0|150.0|american express|133.0|credit,11696,399.0,150.0,american express,133.0,credit
19408|225.0|150.0|mastercard|224.0|debit,19408,225.0,150.0,mastercard,224.0,debit
13555|520.0|150.0|american express|190.0|credit,13555,520.0,150.0,american express,190.0,credit
21879|399.0|150.0|american express|188.0|credit,21879,399.0,150.0,american express,188.0,credit
15817|390.0|150.0|mastercard|195.0|debit,15817,390.0,150.0,mastercard,195.0,debit
15424|399.0|150.0|american express|118.0|credit,15424,399.0,150.0,american express,118.0,credit
15862|537.0|150.0|mastercard|195.0|debit,15862,537.0,150.0,mastercard,195.0,debit
12725|399.0|150.0|american express|223.0|credit,12725,399.0,150.0,american express,223.0,credit
18816|181.0|150.0|visa|195.0|credit,18816,181.0,150.0,visa,195.0,credit
14411|555.0|138.0|mastercard||debit,14411,555.0,138.0,mastercard,,debit
22240|555.0|150.0|visa|195.0|debit,22240,555.0,150.0,visa,195.0,debit
11030|420.0|150.0|mastercard|102.0|credit,11030,420.0,150.0,mastercard,102.0,credit
10188|555.0|131.0|mastercard|177.0|debit,10188,555.0,131.0,mastercard,177.0,debit
13423|399.0|150.0|american express|223.0|credit,13423,399.0,150.0,american express,223.0,credit
16093|555.0|150.0|visa|226.0|credit,16093,555.0,150.0,visa,226.0,credit
22908|555.0|150.0|visa|226.0|credit,22908,555.0,150.0,visa,226.0,credit
22370|593.0|150.0|mastercard|117.0|debit,22370,593.0,150.0,mastercard,117.0,debit
21570|555.0|213.0|mastercard|224.0|credit,21570,555.0,213.0,mastercard,224.0,credit
14029|555.0|159.0|visa|226.0|debit,14029,555.0,159.0,visa,226.0,debit
16077|174.0|150.0|visa|226.0|credit,16077,174.0,150.0,visa,226.0,credit
11310|555.0|119.0|visa|226.0|debit,11310,555.0,119.0,visa,226.0,debit
12466|399.0|150.0|american express|146.0|credit,12466,399.0,150.0,american express,146.0,credit
16039|555.0|150.0|visa|226.0|debit,16039,555.0,150.0,visa,226.0,debit
18364|555.0|150.0|visa|226.0|debit,18364,555.0,150.0,visa,226.0,debit
18943|543.0|150.0|mastercard|224.0|debit,18943,543.0,150.0,mastercard,224.0,debit
21315|555.0|150.0|visa|226.0|debit,21315,555.0,150.0,visa,226.0,debit
12392|514.0|150.0|mastercard|224.0|debit,12392,514.0,150.0,mastercard,224.0,debit
21371|420.0|150.0|mastercard|102.0|credit,21371,420.0,150.0,mastercard,102.0,credit
20256|399.0|150.0|american express|185.0|credit,20256,399.0,150.0,american express,185.0,credit
17329|555.0|150.0|visa|226.0|debit,17329,555.0,150.0,visa,226.0,debit
18183|399.0|150.0|american express|185.0|credit,18183,399.0,150.0,american express,185.0,credit
14754|225.0|150.0|mastercard|102.0|credit,14754,225.0,150.0,mastercard,102.0,credit
14654|555.0|100.0|visa|138.0|debit,14654,555.0,100.0,visa,138.0,debit
11086|480.0|150.0|mastercard|117.0|debit,11086,480.0,150.0,mastercard,117.0,debit
16392|399.0|150.0|american express|150.0|credit,16392,399.0,150.0,american express,150.0,credit
23060|481.0|150.0|mastercard|102.0|credit,23060,481.0,150.0,mastercard,102.0,credit
10859|399.0|150.0|american express|137.0|credit,10859,399.0,150.0,american express,137.0,credit
11169|343.0|150.0|visa|226.0|credit,11169,343.0,150.0,visa,226.0,credit
12530|555.0|117.0|visa|226.0|credit,12530,555.0,117.0,visa,226.0,credit
11781|127.0|150.0|mastercard|195.0|credit,11781,127.0,150.0,mastercard,195.0,credit
22812|583.0|150.0|visa|226.0|credit,22812,583.0,150.0,visa,226.0,credit
18023|512.0|150.0|mastercard|224.0|debit,18023,512.0,150.0,mastercard,224.0,debit
12499|399.0|150.0|american express|132.0|credit,12499,399.0,150.0,american express,132.0,credit
21187|399.0|150.0|american express|132.0|credit,21187,399.0,150.0,american express,132.0,credit
21176|555.0|150.0|visa|226.0|debit,21176,555.0,150.0,visa,226.0,debit
14126|410.0|150.0|visa|226.0|credit,14126,410.0,150.0,visa,226.0,credit
19858|143.0|150.0|visa|226.0|debit,19858,143.0,150.0,visa,226.0,debit
14250|399.0|150.0|american express|146.0|credit,14250,399.0,150.0,american express,146.0,credit
21191|543.0|150.0|mastercard|224.0|debit,21191,543.0,150.0,mastercard,224.0,debit
15162|555.0|150.0|visa|226.0|credit,15162,555.0,150.0,visa,226.0,credit
21147|577.0|150.0|mastercard|117.0|debit,21147,577.0,150.0,mastercard,117.0,debit
22861|555.0|150.0|visa|226.0|debit,22861,555.0,150.0,visa,226.0,debit
19803|555.0|150.0|visa|226.0|debit,19803,555.0,150.0,visa,226.0,debit
20808|414.0|143.0|visa|226.0|credit,20808,414.0,143.0,visa,226.0,credit
21592|399.0|150.0|american express|133.0|credit,21592,399.0,150.0,american express,133.0,credit
13447|514.0|150.0|mastercard|129.0|credit,13447,514.0,150.0,mastercard,129.0,credit
14619|551.0|150.0|visa|226.0|credit,14619,551.0,150.0,visa,226.0,credit
19805|228.0|106.0|visa|137.0|debit,19805,228.0,106.0,visa,137.0,debit
20327|197.0|150.0|visa|226.0|credit,20327,197.0,150.0,visa,226.0,credit
22149|399.0|150.0|american express|236.0|credit,22149,399.0,150.0,american express,236.0,credit
16659|158.0|150.0|visa|195.0|debit,16659,158.0,150.0,visa,195.0,debit
13477|321.0|150.0|visa|226.0|debit,13477,321.0,150.0,visa,226.0,debit
19930|555.0|121.0|visa|162.0|credit,19930,555.0,121.0,visa,162.0,credit
22767|399.0|150.0|american express|223.0|credit,22767,399.0,150.0,american express,223.0,credit
11102|555.0|150.0|visa|226.0|credit,11102,555.0,150.0,visa,226.0,credit
12160|583.0|150.0|visa|226.0|credit,12160,583.0,150.0,visa,226.0,credit
14781||150.0|visa|226.0|debit,14781,,150.0,visa,226.0,debit
13588|555.0|150.0|visa|226.0|credit,13588,555.0,150.0,visa,226.0,credit
19754|399.0|150.0|american express|102.0|credit,19754,399.0,150.0,american express,102.0,credit
19041|555.0|150.0|visa|226.0|debit,19041,555.0,150.0,visa,226.0,debit
11826|186.0|150.0|mastercard|224.0|debit,11826,186.0,150.0,mastercard,224.0,debit
19337||150.0|visa|226.0|credit,19337,,150.0,visa,226.0,credit
19065|310.0|150.0|mastercard|224.0|debit,19065,310.0,150.0,mastercard,224.0,debit
21342|555.0|150.0|visa|226.0|credit,21342,555.0,150.0,visa,226.0,credit
10413|341.0|185.0|visa|137.0|credit,10413,341.0,185.0,visa,137.0,credit
11501|154.0|150.0|visa|226.0|credit,11501,154.0,150.0,visa,226.0,credit
20014|555.0|150.0|visa|166.0|debit,20014,555.0,150.0,visa,166.0,debit
21136|399.0|150.0|american express|150.0|credit,21136,399.0,150.0,american express,150.0,credit
12827|554.0|150.0|visa|226.0|debit,12827,554.0,150.0,visa,226.0,debit
13145|591.0|150.0|visa|194.0|credit,13145,591.0,150.0,visa,194.0,credit
18953|555.0|156.0|visa|226.0|debit,18953,555.0,156.0,visa,226.0,debit
22479|555.0|197.0|visa|137.0|credit,22479,555.0,197.0,visa,137.0,credit
18665|555.0|150.0|mastercard|224.0|debit,18665,555.0,150.0,mastercard,224.0,debit
13926|302.0|150.0|visa|226.0|debit,13926,302.0,150.0,visa,226.0,debit
13290|555.0|150.0|visa|226.0|debit,13290,555.0,150.0,visa,226.0,debit
12362|225.0|150.0|mastercard|117.0|debit,12362,225.0,150.0,mastercard,117.0,debit
12421|399.0|150.0|american express|146.0|credit,12421,399.0,150.0,american express,146.0,credit
10065|555.0|138.0|visa|226.0|debit,10065,555.0,138.0,visa,226.0,debit
